# started on Tue Feb 13 10:54:40 2024

0.010058018,5541,,cpu_core/mem_load_retired.l2_miss:u/,10489163,100.00,,
0.010058018,873,,cpu_core/mem_load_retired.l3_miss:u/,10489163,100.00,,
0.010058018,428511,,cpu_core/br_misp_retired.all_branches:u/,10489163,55.00,,
0.010058018,275,,cpu_core/fp_arith_inst_retired.scalar_double:u/,10489163,100.00,,
0.020144556,4218,,cpu_core/mem_load_retired.l2_miss:u/,10051521,100.00,,
0.020144556,92,,cpu_core/mem_load_retired.l3_miss:u/,10051521,100.00,,
0.020144556,450311,,cpu_core/br_misp_retired.all_branches:u/,10051521,100.00,,
0.020144556,49,,cpu_core/fp_arith_inst_retired.scalar_double:u/,10051521,100.00,,
0.030213048,8425,,cpu_core/mem_load_retired.l2_miss:u/,9721393,100.00,,
0.030213048,149,,cpu_core/mem_load_retired.l3_miss:u/,9721393,100.00,,
0.030213048,469051,,cpu_core/br_misp_retired.all_branches:u/,9721393,100.00,,
0.030213048,379,,cpu_core/fp_arith_inst_retired.scalar_double:u/,9721393,100.00,,
0.040282503,10211,,cpu_core/mem_load_retired.l2_miss:u/,10051787,100.00,,
0.040282503,271,,cpu_core/mem_load_retired.l3_miss:u/,10051787,100.00,,
0.040282503,501160,,cpu_core/br_misp_retired.all_branches:u/,10051787,100.00,,
0.040282503,341,,cpu_core/fp_arith_inst_retired.scalar_double:u/,10051787,100.00,,
0.050351814,12311,,cpu_core/mem_load_retired.l2_miss:u/,10051267,100.00,,
0.050351814,213,,cpu_core/mem_load_retired.l3_miss:u/,10051267,100.00,,
0.050351814,449881,,cpu_core/br_misp_retired.all_branches:u/,10051267,100.00,,
0.050351814,81,,cpu_core/fp_arith_inst_retired.scalar_double:u/,10051267,100.00,,
0.060421119,13100,,cpu_core/mem_load_retired.l2_miss:u/,10051578,100.00,,
0.060421119,391,,cpu_core/mem_load_retired.l3_miss:u/,10051578,100.00,,
0.060421119,304375,,cpu_core/br_misp_retired.all_branches:u/,10051578,100.00,,
0.060421119,64,,cpu_core/fp_arith_inst_retired.scalar_double:u/,10051578,100.00,,
0.070488824,24279,,cpu_core/mem_load_retired.l2_miss:u/,10050567,100.00,,
0.070488824,119,,cpu_core/mem_load_retired.l3_miss:u/,10050567,100.00,,
0.070488824,149589,,cpu_core/br_misp_retired.all_branches:u/,10050567,100.00,,
0.070488824,0,,cpu_core/fp_arith_inst_retired.scalar_double:u/,10050567,100.00,,
0.080553124,38473,,cpu_core/mem_load_retired.l2_miss:u/,10050730,100.00,,
0.080553124,399,,cpu_core/mem_load_retired.l3_miss:u/,10050730,100.00,,
0.080553124,143497,,cpu_core/br_misp_retired.all_branches:u/,10050730,100.00,,
0.080553124,0,,cpu_core/fp_arith_inst_retired.scalar_double:u/,10050730,100.00,,
0.090615224,37503,,cpu_core/mem_load_retired.l2_miss:u/,10050722,100.00,,
0.090615224,528,,cpu_core/mem_load_retired.l3_miss:u/,10050722,100.00,,
0.090615224,146926,,cpu_core/br_misp_retired.all_branches:u/,10050722,100.00,,
0.090615224,0,,cpu_core/fp_arith_inst_retired.scalar_double:u/,10050722,100.00,,
0.100677327,16713,,cpu_core/mem_load_retired.l2_miss:u/,10050816,100.00,,
0.100677327,506,,cpu_core/mem_load_retired.l3_miss:u/,10050816,100.00,,
0.100677327,109255,,cpu_core/br_misp_retired.all_branches:u/,10050816,100.00,,
0.100677327,0,,cpu_core/fp_arith_inst_retired.scalar_double:u/,10050816,100.00,,
0.110740371,172739,,cpu_core/mem_load_retired.l2_miss:u/,10051333,100.00,,
0.110740371,13435,,cpu_core/mem_load_retired.l3_miss:u/,10051333,100.00,,
0.110740371,149728,,cpu_core/br_misp_retired.all_branches:u/,10051333,100.00,,
0.110740371,4,,cpu_core/fp_arith_inst_retired.scalar_double:u/,10051333,100.00,,
0.120806772,243425,,cpu_core/mem_load_retired.l2_miss:u/,10051472,100.00,,
0.120806772,11198,,cpu_core/mem_load_retired.l3_miss:u/,10051472,100.00,,
0.120806772,130685,,cpu_core/br_misp_retired.all_branches:u/,10051472,100.00,,
0.120806772,0,,cpu_core/fp_arith_inst_retired.scalar_double:u/,10051472,100.00,,
0.130876736,204525,,cpu_core/mem_load_retired.l2_miss:u/,10052401,100.00,,
0.130876736,13832,,cpu_core/mem_load_retired.l3_miss:u/,10052401,100.00,,
0.130876736,203587,,cpu_core/br_misp_retired.all_branches:u/,10052401,100.00,,
0.130876736,9,,cpu_core/fp_arith_inst_retired.scalar_double:u/,10052401,100.00,,
0.141103703,5901,,cpu_core/mem_load_retired.l2_miss:u/,10155592,100.00,,
0.141103703,1421,,cpu_core/mem_load_retired.l3_miss:u/,10155592,100.00,,
0.141103703,226370,,cpu_core/br_misp_retired.all_branches:u/,10155592,100.00,,
0.141103703,23,,cpu_core/fp_arith_inst_retired.scalar_double:u/,10155592,100.00,,
0.151180826,5876,,cpu_core/mem_load_retired.l2_miss:u/,9952473,100.00,,
0.151180826,171,,cpu_core/mem_load_retired.l3_miss:u/,9952473,100.00,,
0.151180826,245869,,cpu_core/br_misp_retired.all_branches:u/,9952473,100.00,,
0.151180826,8,,cpu_core/fp_arith_inst_retired.scalar_double:u/,9952473,100.00,,
0.161252086,16332,,cpu_core/mem_load_retired.l2_miss:u/,9955189,100.00,,
0.161252086,6138,,cpu_core/mem_load_retired.l3_miss:u/,9955189,100.00,,
0.161252086,391310,,cpu_core/br_misp_retired.all_branches:u/,9955189,100.00,,
0.161252086,96,,cpu_core/fp_arith_inst_retired.scalar_double:u/,9955189,100.00,,
0.173841222,14871,,cpu_core/mem_load_retired.l2_miss:u/,12380817,100.00,,
0.173841222,2906,,cpu_core/mem_load_retired.l3_miss:u/,12380817,100.00,,
0.173841222,509558,,cpu_core/br_misp_retired.all_branches:u/,12380817,100.00,,
0.173841222,117,,cpu_core/fp_arith_inst_retired.scalar_double:u/,12380817,100.00,,
0.183916504,7398,,cpu_core/mem_load_retired.l2_miss:u/,10051519,100.00,,
0.183916504,2476,,cpu_core/mem_load_retired.l3_miss:u/,10051519,100.00,,
0.183916504,412287,,cpu_core/br_misp_retired.all_branches:u/,10051519,100.00,,
0.183916504,107,,cpu_core/fp_arith_inst_retired.scalar_double:u/,10051519,100.00,,
0.193985718,14433,,cpu_core/mem_load_retired.l2_miss:u/,10051254,100.00,,
0.193985718,2371,,cpu_core/mem_load_retired.l3_miss:u/,10051254,100.00,,
0.193985718,456274,,cpu_core/br_misp_retired.all_branches:u/,10051254,100.00,,
0.193985718,530,,cpu_core/fp_arith_inst_retired.scalar_double:u/,10051254,100.00,,
0.204055489,16228,,cpu_core/mem_load_retired.l2_miss:u/,10051707,100.00,,
0.204055489,1127,,cpu_core/mem_load_retired.l3_miss:u/,10051707,100.00,,
0.204055489,462949,,cpu_core/br_misp_retired.all_branches:u/,10051707,100.00,,
0.204055489,74,,cpu_core/fp_arith_inst_retired.scalar_double:u/,10051707,100.00,,
0.214124033,20254,,cpu_core/mem_load_retired.l2_miss:u/,10051167,100.00,,
0.214124033,2669,,cpu_core/mem_load_retired.l3_miss:u/,10051167,100.00,,
0.214124033,502170,,cpu_core/br_misp_retired.all_branches:u/,10051167,100.00,,
0.214124033,128,,cpu_core/fp_arith_inst_retired.scalar_double:u/,10051167,100.00,,
0.224195959,21637,,cpu_core/mem_load_retired.l2_miss:u/,10041053,100.00,,
0.224195959,5257,,cpu_core/mem_load_retired.l3_miss:u/,10041053,100.00,,
0.224195959,295540,,cpu_core/br_misp_retired.all_branches:u/,10041053,100.00,,
