time,instruction,cpu-cycle,armv8_pmuv3/stall_backen,armv8_pmuv3/stall_fronten,armv8_pmuv3/br_mis_pre,armv8_pmuv3/br_pre,armv8_pmuv3/br_retire,armv8_pmuv3/inst_spe,armv8_pmuv3/inst_retire,armv8_pmuv3/l1d_cach,armv8_pmuv3/l1d_cache_refil,armv8_pmuv3/l1d_cache_w,armv8_pmuv3/l1d_tl,armv8_pmuv3/l1d_tlb_refil,armv8_pmuv3/l1i_cach,armv8_pmuv3/l1i_cache_refil,armv8_pmuv3/l1i_tl,armv8_pmuv3/l1i_tlb_refil,armv8_pmuv3/l2d_cach,armv8_pmuv3/l2d_cache_allocat,armv8_pmuv3/l2d_cache_refil,armv8_pmuv3/l2d_cache_w,armv8_pmuv3/l2d_tl,armv8_pmuv3/l2d_tlb_refil,armv8_pmuv3/l3d_cach,armv8_pmuv3/l3d_cache_allocat,armv8_pmuv3/l3d_cache_refil,armv8_pmuv3/l3d_cache_w,armv8_pmuv3/mem_acces
0.14,73377185.0,43120393.0,3685858.0,14260880.0,693756.0,18133548.0,16119979.0,96996686.0,73215970.0,29491552.0,328026.0,192737.0,32243507.0,261114.0,25033244.0,1363830.0,21711288.0,299790.0,2160152.0,1309.0,627600.0,1007062.0,642126.0,7836.0,2044027.0,979882.0,83314.0,0.0,29303370.0
0.30000000000000004,107955005.0,52293197.0,5401392.0,14271703.0,693217.0,27508302.0,25635159.0,131716424.0,107854136.0,36290831.0,518977.0,224940.0,39443380.0,482842.0,32811516.0,1470979.0,24402694.0,389136.0,2738042.0,944.0,597119.0,1234946.0,942801.0,7872.0,2531075.0,1328312.0,65345.0,0.0,36789716.0
0.46,86470746.0,50804492.0,4932220.0,16082386.0,761003.0,20963846.0,19000584.0,112761776.0,86388748.0,34991154.0,382177.0,191917.0,37320302.0,422584.0,30162792.0,1685137.0,26031647.0,423195.0,2528434.0,1206.0,737373.0,1210220.0,922477.0,13381.0,2432018.0,1196080.0,65665.0,0.0,34734907.0
0.45000000000000007,82965445.0,39454843.0,4811629.0,8967229.0,445346.0,19828453.0,18426658.0,101943581.0,83358609.0,32294099.0,279934.0,236725.0,34425776.0,266542.0,25896231.0,721114.0,20480791.0,176857.0,1679759.0,4254.0,346318.0,745142.0,512318.0,11595.0,1540654.0,722140.0,122051.0,0.0,32008196.0
0.74,90446660.0,51934872.0,6884519.0,14660652.0,728472.0,22173840.0,20115333.0,119968478.0,90659085.0,36670657.0,366889.0,198417.0,38851501.0,407591.0,30738864.0,1431656.0,25553972.0,351074.0,2357784.0,3282.0,599379.0,1001929.0,872162.0,14915.0,2029277.0,998455.0,113117.0,0.0,35983590.0
0.66,109498780.0,41577611.0,8946050.0,3844120.0,170995.0,22009957.0,21659413.0,116695465.0,110535649.0,37310029.0,193380.0,121837.0,38722744.0,553404.0,27657400.0,585481.0,17374432.0,239452.0,1165293.0,130.0,96029.0,252156.0,881005.0,10178.0,653262.0,193854.0,51620.0,0.0,37214683.0
0.75,103362225.0,41169396.0,8718503.0,4958538.0,212326.0,24346967.0,22650586.0,116828753.0,105137939.0,39022722.0,226164.0,160978.0,40866972.0,617730.0,26900536.0,655005.0,19014878.0,255113.0,1289929.0,0.0,116998.0,218015.0,947126.0,10874.0,614153.0,226792.0,80221.0,0.0,38719279.0
0.8400000000000001,101611313.0,42075965.0,9907395.0,4904735.0,208538.0,23657835.0,22489968.0,113662593.0,102458908.0,37873713.0,264826.0,139354.0,39741726.0,597827.0,26382021.0,608414.0,18154154.0,238804.0,1298750.0,1.0,134774.0,226914.0,945944.0,20657.0,679106.0,240792.0,95556.0,0.0,36866214.0
0.73,85412616.0,28354083.0,6593347.0,1668893.0,50274.0,9422724.0,9826738.0,91716857.0,86208910.0,18016587.0,74021.0,40631.0,19527315.0,195915.0,17507187.0,208176.0,7425440.0,118909.0,487497.0,0.0,39844.0,80661.0,159643.0,5482.0,192876.0,72953.0,44008.0,0.0,20015021.0
0.77,107508276.0,28869626.0,6126744.0,93105.0,2265.0,2635725.0,2588310.0,107000512.0,106218681.0,9822962.0,18479.0,3294.0,9754653.0,31466.0,18432733.0,7826.0,592443.0,315.0,37392.0,0.0,2253.0,13672.0,32855.0,94.0,13566.0,7002.0,7769.0,0.0,9852605.0
