time,instruction,cpu-cycle,armv8_pmuv3/stall_backen,armv8_pmuv3/stall_fronten,armv8_pmuv3/br_mis_pre,armv8_pmuv3/br_pre,armv8_pmuv3/br_retire,armv8_pmuv3/inst_spe,armv8_pmuv3/inst_retire,armv8_pmuv3/l1d_cach,armv8_pmuv3/l1d_cache_refil,armv8_pmuv3/l1d_cache_w,armv8_pmuv3/l1d_tl,armv8_pmuv3/l1d_tlb_refil,armv8_pmuv3/l1i_cach,armv8_pmuv3/l1i_cache_refil,armv8_pmuv3/l1i_tl,armv8_pmuv3/l1i_tlb_refil,armv8_pmuv3/l2d_cach,armv8_pmuv3/l2d_cache_allocat,armv8_pmuv3/l2d_cache_refil,armv8_pmuv3/l2d_cache_w,armv8_pmuv3/l2d_tl,armv8_pmuv3/l2d_tlb_refil,armv8_pmuv3/l3d_cach,armv8_pmuv3/l3d_cache_allocat,armv8_pmuv3/l3d_cache_refil,armv8_pmuv3/l3d_cache_w,armv8_pmuv3/mem_acces
0.4,34489579.0,61411883.0,12569810.0,22201679.0,1027507.0,6617204.0,7852859.0,33897868.0,36833275.0,11635388.0,360674.0,401293.0,11193193.0,541184.0,31993862.0,1122339.0,45987583.0,504477.0,2482430.0,398852.0,646928.0,672658.0,952417.0,12027.0,1336216.0,678039.0,17872.0,0.0,14123598.0
0.7500000000000001,43071637.0,72004819.0,15896797.0,22720408.0,1199049.0,8486665.0,10164403.0,47247251.0,45631786.0,14802167.0,460941.0,504696.0,14414036.0,767435.0,40222041.0,1304721.0,59593915.0,624684.0,2992698.0,514958.0,741924.0,765436.0,1324011.0,11123.0,1503079.0,758552.0,6126.0,0.0,18109609.0
1.1099999999999999,47790486.0,73091334.0,20612942.0,19360873.0,1328513.0,12097182.0,13514289.0,56235611.0,51971977.0,13788030.0,797544.0,949097.0,13656256.0,649659.0,44256157.0,1053053.0,62495388.0,466848.0,3430112.0,929779.0,616785.0,641823.0,1258779.0,4451.0,1300048.0,651905.0,1785.0,0.0,15984895.0
1.6800000000000002,41787572.0,69057897.0,16499528.0,23848827.0,1248904.0,8821697.0,9810697.0,48661267.0,43520223.0,13405198.0,517998.0,567827.0,13323809.0,686860.0,38840460.0,1312201.0,59877608.0,583937.0,3127904.0,563601.0,782324.0,829819.0,1261218.0,10750.0,1656484.0,825330.0,9756.0,0.0,16259281.0
2.3000000000000003,42051406.0,75636563.0,16554948.0,25011141.0,1221685.0,7924084.0,9479001.0,46048419.0,42620888.0,13882704.0,451182.0,488369.0,13421280.0,733356.0,38577145.0,1420783.0,58143407.0,652999.0,3040370.0,488358.0,779217.0,792232.0,1506805.0,11807.0,1576768.0,777250.0,8607.0,0.0,17147104.0
3.15,48258106.0,82149077.0,23331237.0,18585661.0,863158.0,11460448.0,14043375.0,65503530.0,63094474.0,20460259.0,447282.0,578247.0,18965430.0,1048688.0,50236658.0,926335.0,60876854.0,759218.0,2521135.0,598884.0,644135.0,650787.0,1832458.0,14823.0,1263201.0,625315.0,30762.0,0.0,25152024.0
2.55,47084251.0,60706135.0,14341562.0,20499567.0,913580.0,8080157.0,9076423.0,43879761.0,41369712.0,13309949.0,359152.0,412856.0,12760253.0,710429.0,37803164.0,1196836.0,52840647.0,585101.0,2569148.0,402488.0,560584.0,562479.0,1488787.0,6807.0,1182049.0,562997.0,13158.0,0.0,16507594.0
3.39,45449753.0,79440820.0,17922787.0,24023037.0,1206998.0,8603211.0,9490678.0,46180975.0,43139253.0,14062621.0,425617.0,474038.0,13876186.0,776540.0,38471871.0,1265341.0,58324299.0,610473.0,2841061.0,466376.0,717660.0,724697.0,1480702.0,13034.0,1382948.0,738622.0,20866.0,0.0,16367547.0
3.1300000000000003,39687088.0,66307574.0,15488384.0,14587017.0,751427.0,7606874.0,9268137.0,49947928.0,47478262.0,13520571.0,337355.0,394395.0,12322454.0,668247.0,37203415.0,935685.0,46740469.0,397562.0,2170409.0,403629.0,423913.0,444874.0,1252968.0,9980.0,871186.0,462486.0,11834.0,0.0,16088953.0
2.74,45697645.0,55760311.0,13368122.0,12878640.0,366443.0,7201852.0,8521947.0,42504830.0,37522826.0,12240442.0,273266.0,293151.0,11393057.0,572891.0,29450063.0,901212.0,42683659.0,321139.0,1962832.0,314673.0,191280.0,203631.0,858656.0,5088.0,388139.0,209621.0,3793.0,0.0,15311583.0
3.6500000000000004,49258584.0,69194236.0,19174435.0,15396041.0,517979.0,9335401.0,10442708.0,48386468.0,45372656.0,14776968.0,337957.0,360717.0,15816374.0,787224.0,35972663.0,1083030.0,49560277.0,388986.0,2342619.0,354792.0,242055.0,253952.0,1259589.0,12669.0,484040.0,260859.0,15222.0,0.0,18369515.0
