time,instruction,cpu-cycle,armv8_pmuv3/stall_backen,armv8_pmuv3/stall_fronten,armv8_pmuv3/br_mis_pre,armv8_pmuv3/br_pre,armv8_pmuv3/br_retire,armv8_pmuv3/inst_spe,armv8_pmuv3/inst_retire,armv8_pmuv3/l1d_cach,armv8_pmuv3/l1d_cache_refil,armv8_pmuv3/l1d_cache_w,armv8_pmuv3/l1d_tl,armv8_pmuv3/l1d_tlb_refil,armv8_pmuv3/l1i_cach,armv8_pmuv3/l1i_cache_refil,armv8_pmuv3/l1i_tl,armv8_pmuv3/l1i_tlb_refil,armv8_pmuv3/l2d_cach,armv8_pmuv3/l2d_cache_allocat,armv8_pmuv3/l2d_cache_refil,armv8_pmuv3/l2d_cache_w,armv8_pmuv3/l2d_tl,armv8_pmuv3/l2d_tlb_refil,armv8_pmuv3/l3d_cach,armv8_pmuv3/l3d_cache_allocat,armv8_pmuv3/l3d_cache_refil,armv8_pmuv3/l3d_cache_w,armv8_pmuv3/mem_acces
1.18,73664716.0,123123635.0,24682711.0,40686875.0,1968118.0,15522698.0,17209234.0,82212518.0,73615566.0,23662982.0,847640.0,919137.0,24783509.0,1186579.0,58672347.0,1987022.0,102367033.0,965552.0,4824742.0,960586.0,1233323.0,1225723.0,2370139.0,16492.0,2444868.0,1230055.0,22741.0,0.0,27024747.0
2.69,81363767.0,132779734.0,30555755.0,36198635.0,2151533.0,17082921.0,19335685.0,84983039.0,81435826.0,22903628.0,1045119.0,1212024.0,22971603.0,1147863.0,67964983.0,2026718.0,101115677.0,918549.0,5449251.0,1241730.0,1191287.0,1239435.0,2212824.0,16754.0,2433569.0,1246113.0,9243.0,0.0,26674099.0
4.07,77078194.0,117758896.0,28134459.0,29736864.0,1374798.0,14853569.0,17226006.0,81161090.0,79869891.0,25794864.0,654791.0,685822.0,24689506.0,1363184.0,61754866.0,1433831.0,89009589.0,936553.0,3822381.0,796835.0,891884.0,904455.0,2171233.0,17052.0,1847615.0,913735.0,42509.0,0.0,29741679.0
6.27,80438643.0,139513294.0,33718983.0,41266790.0,2213401.0,15739973.0,18329098.0,86485344.0,82333260.0,26298509.0,794369.0,879181.0,26210274.0,1356342.0,73619392.0,2237578.0,109290519.0,1118304.0,5247004.0,902811.0,1290385.0,1298318.0,2535924.0,23525.0,2638863.0,1327672.0,33664.0,0.0,32377134.0
6.27,84070618.0,123161788.0,28664381.0,27091480.0,966762.0,16686967.0,18886394.0,87376372.0,84397967.0,27618536.0,779295.0,644272.0,27802017.0,1364423.0,68429307.0,1738820.0,91807354.0,704410.0,4231804.0,796642.0,436031.0,451438.0,2102631.0,17280.0,839762.0,476935.0,20074.0,0.0,32622284.0
6.48,79725881.0,110151455.0,24428705.0,25135829.0,844454.0,14660930.0,17400549.0,81651873.0,76711404.0,24844019.0,689258.0,599215.0,25890990.0,1268451.0,59496190.0,1763370.0,85361823.0,675820.0,3868572.0,708193.0,366217.0,384165.0,1997812.0,13652.0,744298.0,423314.0,9182.0,0.0,31035357.0
8.67,78796802.0,124462901.0,37745599.0,26609986.0,926757.0,15006797.0,18876123.0,81858764.0,76040572.0,25874930.0,702827.0,670055.0,25464336.0,1332770.0,58740626.0,1969297.0,84776422.0,652523.0,4013704.0,768570.0,402422.0,442386.0,2116554.0,32429.0,819655.0,455523.0,50175.0,0.0,30492782.0
10.11,84973692.0,124979622.0,31756840.0,27970674.0,893248.0,16698323.0,18812386.0,84965548.0,85003717.0,27685267.0,742531.0,663904.0,27644137.0,1376563.0,65149556.0,2023289.0,93428378.0,730943.0,4184757.0,759834.0,395025.0,426428.0,2223551.0,19975.0,793982.0,438778.0,19177.0,0.0,33512784.0
4.819999999999999,72701315.0,55922105.0,5560132.0,1275060.0,132244.0,6284402.0,3044387.0,77209448.0,77929648.0,8882433.0,124628.0,141507.0,8176712.0,240312.0,35076852.0,905204.0,46820841.0,110758.0,492936.0,135895.0,67649.0,85849.0,761497.0,1612.0,106645.0,80477.0,4931.0,0.0,11984575.0
4.9799999999999995,94310656.0,56883885.0,2691928.0,497047.0,36781.0,2229341.0,2295723.0,93888790.0,94371980.0,7312071.0,62800.0,117991.0,7482711.0,62987.0,49559481.0,132436.0,49880053.0,28847.0,239289.0,106284.0,9658.0,33865.0,89219.0,210.0,41977.0,34617.0,36.0,0.0,9383210.0
28.029999999999998,96084136.0,281566026.0,212166045.0,4549967.0,216690.0,11290832.0,17101220.0,99346699.0,102309353.0,24072464.0,934435.0,1216944.0,27262188.0,1302600.0,64477525.0,54546.0,60296900.0,206718.0,2570443.0,1213185.0,966053.0,895449.0,1003251.0,243462.0,1840329.0,899308.0,590423.0,0.0,32444070.0
18.220000000000002,82018690.0,155310329.0,89655466.0,12135634.0,504633.0,7999101.0,13199438.0,81827311.0,81827430.0,24026745.0,661659.0,652284.0,20796170.0,1467844.0,65607035.0,57817.0,62961981.0,747778.0,2144315.0,675964.0,588038.0,433522.0,1658800.0,118130.0,1207977.0,584561.0,225218.0,0.0,29853132.0
33.53,77526726.0,138316563.0,34787285.0,41461139.0,2078113.0,18981908.0,17474583.0,78345980.0,73276155.0,27783201.0,783335.0,994156.0,31153173.0,1350219.0,79609994.0,2759223.0,106476892.0,1157849.0,5083641.0,1009867.0,1333507.0,1715208.0,3298871.0,23934.0,2670709.0,1462029.0,49723.0,0.0,33026291.0
22.720000000000002,77266077.0,130622147.0,30308655.0,39927841.0,2140452.0,13508980.0,15285858.0,78793186.0,76881166.0,23376435.0,793005.0,808204.0,23192420.0,1264224.0,66791874.0,2400803.0,101404368.0,1045807.0,5078869.0,863753.0,1174146.0,1257391.0,2468174.0,19242.0,2338924.0,1179159.0,21798.0,0.0,28532341.0
