In Order IPC,L2D Cache Refil Value,L1D Cache Refil Value,L1I Cache Refil Value,Inst Retire,Branch Retire,Out of Order IPC (Actual),Out of Order IPC (Predicted)
0.20749318238966188,2778988.0,7969180.0,11967.0,4479916.0,76601983.0,2.3971829755783065,2.3186261459816064
0.2652657200932388,2134037.0,2784086.0,5498.0,519320.0,50925324.0,1.902681751857602,1.3358355272937876
0.2738790061033969,2011158.0,2155765.0,10196.0,566155.0,53817448.0,0.7530124262653383,1.3979307814390005
0.5088523196881596,964387.0,711145.0,1125247.0,16659948.0,96631246.0,0.7808329303888798,1.891543587043311
0.3160187866557402,2855967.0,2185168.0,1153.0,5325234.0,75327905.0,2.770454603144114,1.9571841025925116
0.2934075593293287,2077208.0,2194634.0,3476.0,506948.0,51770762.0,0.684541364041231,1.3937880105883937
0.241099173714162,1749872.0,2316730.0,237712.0,16271127.0,79858174.0,3.259525341539015,1.211233258917714
0.2043474447020811,2435936.0,8614580.0,6136.0,5282390.0,76548994.0,2.7567294897414913,2.190440229543471
0.28194525110803564,1975785.0,2384898.0,666.0,447612.0,51335806.0,1.8731633018029095,1.3350161640802298
0.290843705241263,2016651.0,2422454.0,5603.0,517625.0,50835362.0,1.8028437013550602,1.1814159466741176
0.1615560429532314,3999430.0,7708668.0,11822.0,7351288.0,96038234.0,1.6817979548954822,1.926565529084605
1.0193197068901045,282967.0,1185048.0,405647.0,28423235.0,155406223.0,2.866179068081617,2.7722717783162834
0.48694868418638204,1491758.0,1570928.0,527973.0,23207754.0,100723113.0,2.5517024893559497,1.5825631531136382
0.22816796487307114,2196500.0,7378808.0,5848.0,5052824.0,90417626.0,2.2636232018903915,2.1086034096030635
0.20096889311562727,2953362.0,7685432.0,13429.0,3603424.0,74527808.0,1.235918850770304,2.2527757283146017
0.6461541355345689,1364525.0,1039989.0,1390268.0,19605903.0,82991222.0,1.962394337037581,1.8162428619191657
0.13814049097328363,3104640.0,1382904.0,38394.0,19707128.0,136572434.0,1.3497390493129036,1.9740220317622466
0.7505000582941762,1224155.0,985854.0,1476309.0,39715344.0,200236492.0,2.8365810251196426,2.8144772262163196
0.3049852246216091,1838257.0,2288274.0,10036.0,387486.0,45010864.0,0.7181287235192784,1.4180646863868898
0.2415125270293239,1789506.0,2286970.0,247523.0,16175532.0,79535767.0,0.7671620837995181,1.5457324475358307
0.5479543231916025,449608.0,1802299.0,5232.0,10144347.0,33316853.0,1.7734130511844453,1.6734353844845857
0.8138630386329174,530670.0,1019778.0,1304525.0,36596670.0,226162598.0,2.7731710955213114,2.8293531279672948
0.8476976831057709,935443.0,1193984.0,709534.0,32828864.0,180383147.0,2.285850964768564,2.7801709503552434
0.2135954970571834,1908369.0,2386231.0,295847.0,16206925.0,76820110.0,0.7719938471279986,1.013925536416105
0.41134226056123024,2014081.0,562899.0,5263.0,5592840.0,68678169.0,1.8143943449046847,1.7693855357531723
0.390613203473125,973867.0,834062.0,48339.0,11207473.0,46035140.0,1.5120804762627102,1.739116822706319
0.5133584224200054,1069113.0,741028.0,1698.0,9742209.0,43081664.0,0.7270492941703505,1.4077880175660278
0.9447221215562437,488500.0,621826.0,497659.0,28222035.0,208038803.0,3.360709612363257,2.793643986689549
0.2858250002169544,2080099.0,2473558.0,10604.0,528378.0,47747365.0,0.7166220895032573,1.357230842490496
0.42591984557223905,1048418.0,730722.0,39615.0,8243260.0,31378153.0,2.696366276220392,1.9707822680247657
0.2189573848745689,2678200.0,7821986.0,20611.0,1491960.0,86434000.0,1.1009051381527737,2.050527718020083
0.38356828033746937,1997009.0,1778913.0,20712.0,5135774.0,74923321.0,1.213609196606949,1.6546368646781824
0.13457821489361316,1881555.0,2682656.0,112259.0,21317666.0,108297659.0,1.6593680059388034,1.5295721492894245
0.6353683017786037,1107407.0,1068301.0,881449.0,20960818.0,84825702.0,1.9410783095009247,1.7522416155267042
0.23335467879786007,1713150.0,2207646.0,322514.0,15138079.0,75970191.0,0.7776798165496219,0.8071213520976084
0.280932420306548,1823589.0,2375146.0,8135.0,501317.0,50319634.0,1.906480640411234,1.2980725394976684
0.28401509871266356,1835073.0,2295016.0,5458.0,550364.0,49129897.0,0.6950154281352674,1.3396139085492518
0.6280934647187048,1261125.0,1415240.0,713011.0,19235727.0,78671704.0,1.3451098485891106,1.8599529845372915
0.5562737561371265,2892215.0,838403.0,1563104.0,5650826.0,26988952.0,1.9718997721828846,2.0702144578901454
0.5469968153570013,3010496.0,1928863.0,5349558.0,43245873.0,246742266.0,2.106994855094146,1.980279233101863
0.23954077814126562,1772109.0,2319777.0,246167.0,16234041.0,78740051.0,0.7727584435055241,1.3533562381683002
0.847538536223508,453228.0,1708549.0,1082685.0,38867485.0,200784643.0,2.372249042205217,2.883580824608189
0.3019543329863163,1869997.0,2182087.0,5730.0,452050.0,49207444.0,1.8416381345236483,1.5218833571589845
0.2986499635981726,1528289.0,2629008.0,5661.0,2297691.0,61497984.0,1.841497314401898,1.6613111406801468
0.8066773267217494,69890.0,476783.0,1478159.0,12868340.0,63249947.0,2.25863981613114,1.8366510094512825
0.10369704483955702,2868143.0,2615340.0,148360.0,24337400.0,75047333.0,0.8841173884778424,1.1455063819936926
0.3778038487150523,4676439.0,3691963.0,444038.0,25468121.0,88556570.0,1.0002867498194614,1.3153178405750934
0.28183163371617537,3246408.0,2366372.0,13166.0,8119841.0,69187007.0,1.1113773808775247,1.530524016701392
0.7437505347159393,704723.0,777026.0,735499.0,15008857.0,57031523.0,1.4342475985361605,1.8199820393603234
0.2805521818150365,2136033.0,2262002.0,767.0,479369.0,55062522.0,0.7415431157423513,1.2554259263109262
0.2441095187077479,1702505.0,2155401.0,230824.0,15426539.0,75840277.0,1.6813241233260494,1.7390075069909259
0.9699757068093002,142147.0,858325.0,725333.0,30188408.0,195003969.0,2.1955298757145125,2.805384167958664
0.19895917100021882,3233003.0,8118353.0,10577.0,3852950.0,71895405.0,2.8349972153045284,2.238414600463922
0.5411748248955384,356367.0,1000185.0,226.0,9548968.0,42318027.0,1.8071481406973628,1.655243362239549
0.7664970634185684,1648024.0,1591712.0,2482159.0,36488238.0,194593689.0,2.951069149238095,2.8878366748985256
0.5336821388533106,1440300.0,994153.0,5393.0,10331521.0,30441088.0,1.8922280799324704,1.6340048040156865
0.5127005358929878,749566.0,1055865.0,177963.0,35971556.0,203716552.0,2.0536864045779906,1.9544150349514604
0.22237493988169,1047128.0,1332755.0,19343.0,14826144.0,57443173.0,1.0053457102799117,1.5971474841604496
0.5038884476967765,1159638.0,523182.0,562.0,9430698.0,23481620.0,1.9029390612258317,1.8060361976974582
0.19767407321219768,1609177.0,1253470.0,5375.0,4526772.0,51841047.0,0.58008248720398,1.30270590320944
0.24285168088653114,1752113.0,2279699.0,254873.0,16145233.0,79671251.0,0.7742811245528176,1.0623819842907913
0.23723157484991358,1730434.0,2267244.0,227734.0,16596886.0,78814754.0,1.2765614909949066,1.3602115805790338
