In Order,Out of Order
0.7286625399905342,2.061441880395516
0.8211627235743754,2.536020999840543
0.8855788854895995,2.7528516716163223
0.8829625731394962,2.783154590386028
0.8829051439206327,2.7953592831933167
0.89863444733748,2.738112566776546
0.875669507956677,2.7944714458510105
0.889530954817092,2.73822941233397
0.8752061541067553,2.799852974706725
0.9038006021136012,2.758892881820539
0.8677573570769734,2.732303883881351
0.8842116537956617,2.779687284472542
0.8815376094362837,2.7017398156126267
0.8724269820862888,2.776085617403145
0.9030377331531654,2.7576649426579327
0.8861632797805866,2.7136053946308043
0.8786247442659884,2.7599646206134723
0.888522804357727,2.7622993443239476
0.9004035098130682,2.7093096525228746
0.884755134336017,2.6801657949376794
0.8666744193595124,2.7387003946126933
0.9120438910258619,2.812944749914514
0.9241918805248862,2.8267747618844843
0.9049768463213406,2.7244634100003937
0.8699799621847067,2.738224199957619
0.8890456487568248,2.8308700323591007
0.8803583990553359,2.9928000490217017
0.9083766131716225,2.7618041078374795
0.8720515967534097,2.774606907978143
0.8694137377890583,2.710562238553257
0.8965802441690857,2.782948596601855
0.878055353663657,2.7849996995197497
0.8867262821758388,2.7024836391978084
0.8670625887835297,2.7065925175624677
0.8824632554458031,2.707431761648061
0.8834323246473077,2.828725604807654
0.886675629818283,2.7073504198279807
0.8533001811866009,2.7684030112196405
0.8736971528819123,2.6877885463796978
0.8615703362441787,2.7094558664512793
0.8978981975958212,2.7384934823942526
0.8791486398320336,2.7615116538816844
0.8779811249007016,2.721027209279234
0.9024746463924307,2.6145305778766
0.895197887335328,2.7196112566104773
0.8861602991861135,2.6738800613470364
0.8611960709963455,2.87261292372919
0.9041027802436088,2.7402826329673164
0.8932055666753673,2.7427873000099425
0.9055961270880745,2.8131625551975485
0.8720043810833896,2.7191156573066326
0.8825637089358205,2.7671354334916733
0.879255937338422,2.7499934213258226
0.8858083402166903,2.6947161292266224
0.8823443110600624,2.8261380281564743
0.86408808329168,2.7343588358311055
0.8776057048843149,2.77950305337655
0.9172331875853211,2.8516011236896768
0.8997508021385244,2.6984102534218004
0.8581153742372007,2.703041245723098
0.9042719335624063,2.746263911061789
0.893803003520277,2.807309582914597
0.8815866846516086,2.7548635732131697
0.8644551285241582,2.7420070868097555
0.8773941783614974,2.7036026256970076
0.9116543618268913,2.8182175325179966
0.892834528233006,2.8592358632123855
0.8677485231307931,2.8038981756252492
0.8966481582448886,2.6327008305381505
0.8726976305644335,2.75887441984489
0.8920041197482436,2.7795645633547736
0.8669776895600118,2.75835492377842
0.8864907181459402,2.6609578355282193
0.9055414296621511,2.744525907614304
0.8873972091894691,2.654787899328258
0.8949238365619939,2.896301170127245
0.8314097415266477,2.766640786411557
0.7552580698094532,2.6908735139245272
0.7692500681842875,2.7259032594915187
0.7694510959527099,2.7488810120768212
0.7700515666287003,2.746092954412683
0.768617089563644,2.8332202962945994
0.7699562585737562,2.685740374200331
0.716565679670387,2.7461587884373517
0.8104888881636824,2.788150643364483
0.8104028897446064,2.812847509737161
0.8102107572515831,2.7799084502060682
0.8108977945825961,2.776821214216256
0.8093583926455825,2.596292912861887
0.8093822873192303,2.9909365184138132
0.8101142244450128,3.030037693497413
0.8094210286926038,3.0282337046575902
0.808789940192862,3.028343770011844
0.8083884415256523,3.0265140545739304
0.8086822602041224,3.026667739287921
0.8090050781956915,2.9817437824341964
0.8034507520540272,2.952286500133686
0.7649998502934638,2.9540028386815775
0.7648853747259288,2.9560998350786205
0.7656298710238573,2.9510870442037054
0.7644094698103822,2.945031279021727
0.7649359200221836,2.9484785357493974
0.7648892364510429,2.94712436120881
0.6447867228738047,2.942300554487972
0.8031793979027912,2.941790288401522
0.8080124916262085,2.937244688785766
0.8086844294410364,2.9398802071279553
0.8093693096192224,2.941330608431406
0.8059143006831364,2.9359831117387416
0.8080238205841933,3.0300714745103363
0.8074314016766396,3.0352454168906124
0.8084302859786411,3.0287931657039158
0.7896866260191431,3.022957422372404
0.7639626692359848,3.0282179740787356
0.7623932675384335,3.026532656231694
0.7621371043321102,2.9389841882911147
0.7623907859020926,2.9277630892660085
0.7628302311453815,2.9282220501048455
0.7625547927562992,2.936790062470848
0.6762578785847323,2.9404532883760948
0.8082600539596757,2.9203489207755795
0.8080539787337164,2.9326103192076114
0.8084325571531032,2.9284017165163188
0.7858225847801817,2.933398949496831
0.7617731115192218,2.9666833841266396
0.7621460737976463,3.0123943303580156
0.7620023336857339,3.006047293640607
0.7624739413670292,3.0111484841190843
0.7617378318081589,3.0122211938462975
0.7614339142076253,3.0112148495932005
0.5820795648989747,2.8529701822747446
0.5135099103049395,2.9254124471770857
0.5150433581061385,2.9280886316014216
0.5147173615160845,2.935575876900351
0.5141129309787206,2.9379463267953074
0.5131168980613923,2.9684042613231485
0.5130357032048322,2.992865587900894
0.5143528624197088,2.992194455789514
0.5156287747781674,2.990194404916806
0.514766364857358,2.9921626358596196
0.5144333051703274,2.9824020268125246
0.513843071062235,2.5137053917984336
0.5153324185429703,2.0346009243749257
0.515362847049688,1.931754037702394
0.5144657195344146,1.9307892335267214
0.5146941863745198,1.9293053310891106
0.5139137617796992,1.9298452068165062
0.5145991976760367,1.9265361686722775
0.51462723948923,1.9225341492418602
0.5144756420489546,1.9164554327866827
0.5141145573821436,1.9225128362119757
0.5151976096155042,1.929943860015717
0.5149452198846058,1.9287565067453314
0.5150425167414268,1.9208592863069773
0.5133304118952948,1.920688782108303
0.5142108815822165,1.9191490749779547
0.5123959412500929,1.9234078035898248
0.5138301075791946,1.91981833910792
0.5150737151787863,1.918063270049168
0.5150460144458866,1.9226728162595443
0.5128025598544439,1.9246068462531312
0.5122424224553533,1.9224673499491105
0.5152072423395503,1.9262497812719719
0.5157563921562895,1.9262212887974572
0.5137606258731042,1.920954508867078
0.5142259276290873,1.9251135921486244
0.5125482373208802,1.9230315439571959
0.5137127027915872,1.9345417804139506
0.512571810414277,1.9234622741592349
0.512806014536916,1.923956325793207
0.5127483043838378,1.92876325426694
0.5139213032520916,1.925356988928948
0.5136811291470627,1.923860651640436
0.5133699715217059,1.9313086067448957
0.5139566662646569,1.9321836997358648
0.5134323007395882,1.935717344995542
0.5144968696076713,1.9307841380792514
0.5149492931719553,1.9305308815076716
0.5144717931274888,1.9294666405982333
0.5147661025877609,1.9262160837927127
0.5155765139917815,1.9311371897378105
0.5150643234649953,1.9259970935515187
0.5161266100194545,1.9308801876138102
0.516654656453995,1.9323593803981436
0.5188142538025691,1.9327014379227696
0.518931299740248,1.9305110501404494
0.5215020718973639,1.9301498660214305
0.5275527636584073,1.937047573289344
0.5341836884938342,1.9447792258841403
0.5410008987954205,1.9409344165484677
0.5472777034790797,1.9547238024275713
0.5549681952639458,2.0217016566830304
0.577053322063858,1.9558412968164876
0.6165447774256332,2.0502409112849547
0.7001672085702091,2.0712089681604744
0.7945381356456283,2.0747834509985688
0.7524796754478698,2.081515080537334
0.6785660327166244,2.1288717030828526
0.6752668692379601,2.486449835533733
0.6715993646230418,2.404756898726432
0.732377857459809,2.348665880783164
0.731465868679857,2.367020325190728
0.8297652667232766,3.0688094231520497
0.829559955673731,3.069076297701945
0.8293529031485917,3.0676298298047486
0.8290037136713229,3.0665042549215253
0.8271746933480784,3.0708159262787387
0.8241331083089994,3.0733307731262287
0.8224469763513849,3.0739623073839573
0.8197246434737365,3.0709227174981315
0.8077607020867116,3.0368934335176876
0.8023110817578618,3.00664961289348
0.7861474405330369,2.9687544126148424
0.7744568902606115,2.878929181220598
0.7663074694267809,2.85904841294156
0.7638588032617297,2.8407787630292356
0.7633400315275791,2.848796618535131
0.7615212033011949,2.837508894815195
0.7609267891367946,2.8376659031438853
0.7618909913123258,2.834683289261806
0.7593720604578649,2.8149684041935235
0.759333623125624,2.8298152387881785
0.7575504832783937,2.8211464229982095
0.759773582424359,2.80983039549109
0.7612420218055407,2.820947704109079
0.7599757550277761,2.8368253178400593
0.7599903783097863,2.788114522311587
0.7603164667276353,2.8124769591305068
0.7579516385479687,2.8201697844782787
0.7540502622749915,2.800117113101909
0.7541309419785232,2.81773416876987
0.7513194076765582,2.8237364182365545
0.751299649608604,2.7961002496513143
0.7516070178833357,2.7986180949983064
0.7472913538685237,2.8078297551362974
0.7474726687133234,2.794398116883873
0.7454300159963835,2.7752793031400937
0.7442042629929667,2.7801023549690234
0.7425504910951894,2.778936871032515
0.7443786546995331,2.7825752709594527
0.7430015930214056,2.7836296661298454
0.7412669870772579,2.7834012554662095
0.7401320234434758,2.7787356360198037
0.7406863915033444,2.7683228716711583
0.740891967970216,2.783203398077381
0.7404627197082163,2.779958447668582
0.7371041136698192,2.7938045514642895
0.7343311540001821,2.782086737622852
0.7322061979337187,2.7672364443748503
0.7347770962041505,2.7616770993012976
0.7335313868131844,2.7739999634623533
0.7328864063724484,2.784987628021433
0.7313084491567032,2.7799941095119425
0.7314324407270013,2.772702090642381
0.7319821164303807,2.767830741120507
0.7331849071588779,2.7607836295503057
0.7319282168249882,2.7696553100628285
0.7305732411447746,2.7749544899212006
