time,instruction,cpu-cycle,armv8_pmuv3/stall_backen,armv8_pmuv3/stall_fronten,armv8_pmuv3/br_mis_pre,armv8_pmuv3/br_pre,armv8_pmuv3/br_retire,armv8_pmuv3/inst_spe,armv8_pmuv3/inst_retire,armv8_pmuv3/l1d_cach,armv8_pmuv3/l1d_cache_refil,armv8_pmuv3/l1d_cache_w,armv8_pmuv3/l1d_tl,armv8_pmuv3/l1d_tlb_refil,armv8_pmuv3/l1i_cach,armv8_pmuv3/l1i_cache_refil,armv8_pmuv3/l1i_tl,armv8_pmuv3/l1i_tlb_refil,armv8_pmuv3/l2d_cach,armv8_pmuv3/l2d_cache_allocat,armv8_pmuv3/l2d_cache_refil,armv8_pmuv3/l2d_cache_w,armv8_pmuv3/l2d_tl,armv8_pmuv3/l2d_tlb_refil,armv8_pmuv3/l3d_cach,armv8_pmuv3/l3d_cache_allocat,armv8_pmuv3/l3d_cache_refil,armv8_pmuv3/l3d_cache_w,armv8_pmuv3/mem_acces
0.2,103564352.0,56486073.0,5097869.0,17436785.0,864733.0,25996049.0,23616710.0,133292919.0,105380093.0,39772808.0,449501.0,251807.0,43168161.0,412248.0,34475548.0,1679375.0,27985980.0,408042.0,2872263.0,1754.0,748034.0,1265662.0,906200.0,9178.0,2660521.0,1302111.0,90443.0,0.0,39916305.0
0.5700000000000001,141386305.0,76456720.0,7853045.0,23094401.0,1076235.0,34592987.0,32443853.0,178514650.0,141291648.0,52679553.0,649111.0,314983.0,56777431.0,668526.0,46371686.0,2385874.0,37293999.0,608272.0,4055882.0,1153.0,1050439.0,1841396.0,1398348.0,16700.0,3815789.0,1869800.0,97072.0,0.0,52634427.0
0.7500000000000001,128486413.0,65904564.0,6926523.0,16789563.0,861479.0,30883297.0,28530622.0,160071999.0,129535779.0,50596799.0,441111.0,334056.0,54390307.0,442794.0,42050709.0,1519052.0,34340219.0,381612.0,2958428.0,4625.0,671204.0,1268268.0,953914.0,17866.0,2585441.0,1278909.0,252849.0,0.0,50656469.0
0.78,106058542.0,52640186.0,8687508.0,11838695.0,567849.0,22675187.0,21142437.0,128209135.0,107016388.0,37949753.0,306852.0,193329.0,41430397.0,513587.0,31713101.0,1170052.0,23215002.0,314318.0,2059228.0,2712.0,504292.0,872567.0,879157.0,14872.0,1772628.0,845224.0,146825.0,0.0,38065753.0
0.94,137127442.0,54827309.0,11718675.0,6165158.0,279425.0,31125971.0,30586104.0,151095362.0,137401476.0,51988438.0,324131.0,205568.0,54214291.0,866227.0,36811631.0,779827.0,25324537.0,340029.0,1682632.0,21.0,173122.0,339010.0,1230683.0,16364.0,828015.0,378113.0,103945.0,0.0,52106298.0
1.1,136586447.0,55314809.0,13273134.0,5845279.0,251452.0,31100297.0,30009431.0,148759786.0,135784937.0,50129295.0,336349.0,201161.0,52948607.0,832220.0,35788399.0,770051.0,24085812.0,330273.0,1678079.0,0.0,172358.0,310287.0,1193217.0,24087.0,821151.0,302947.0,100678.0,0.0,50717337.0
1.0299999999999998,111906908.0,41582702.0,10773311.0,2895256.0,101775.0,19768762.0,17890929.0,119167544.0,114739479.0,33458522.0,152131.0,99093.0,33853386.0,432746.0,27010784.0,489317.0,13412581.0,204342.0,897175.0,0.0,58545.0,140431.0,611148.0,10348.0,364039.0,139152.0,54596.0,0.0,31809732.0
1.17,159604068.0,42832080.0,9092369.0,151413.0,8224.0,3920241.0,3894134.0,160161779.0,159404180.0,14710676.0,24266.0,5637.0,14776284.0,45962.0,27739638.0,16855.0,885656.0,520.0,64321.0,0.0,3681.0,11023.0,29308.0,108.0,23896.0,13195.0,10141.0,0.0,14658626.0
4.05,128752034.0,131166271.0,91239480.0,3056205.0,247656.0,26284693.0,24215167.0,152451881.0,126473786.0,51454255.0,944640.0,552300.0,50742594.0,548287.0,33016668.0,32466.0,15972245.0,2018.0,2692957.0,49.0,738418.0,1334250.0,650965.0,264625.0,3221884.0,1537654.0,1289540.0,0.0,60500947.0
1.53,128397747.0,44615475.0,10612318.0,862269.0,8085.0,10525837.0,10380221.0,138642774.0,130119586.0,26459586.0,61771.0,13960.0,29192117.0,59271.0,27737056.0,49235.0,6544477.0,5413.0,195999.0,261.0,54770.0,104502.0,63395.0,11199.0,175475.0,92705.0,46586.0,0.0,18646697.0
