workload,model,frequency,horizon,timesteps,suite,het_prob,status,rmse,max,mpe,exp_var,mape,r2_score,train_rmse,train_max,train_mpe,train_exp_var,train_mape,train_r2_score
aligned_dacapo_avrora_1.0GHz_cpu0,dt,1.0,1,5,dacapo,0.2,Success,903789.5204522519,2543520.134920628,8.397507063610059,-0.006840419487825766,8.983867269140733,-1.3800673410956654,3012605.6229972355,11976948.322580647,-25.211391696688576,0.4156798952440792,44.14588875613455,0.4156798952440791
aligned_dacapo_avrora_1.0GHz_cpu0,dt,1.0,5,5,dacapo,0.2,Success,1006996.4643746591,2827720.569620249,9.856990052298563,-0.062213823892594576,10.226096331203061,-1.9330553168026978,3100241.8812049013,13081416.82414698,-26.342477543416653,0.38130291062035615,46.50671893902056,0.3813029106203561
aligned_dacapo_avrora_1.0GHz_cpu0,dt,1.0,10,5,dacapo,0.2,Success,1101545.0791158304,2925281.616492143,11.392109447558084,-0.031106911946297222,11.587533357227114,-2.5173189597969867,3156326.2265268895,13841947.76346604,-27.102805917141996,0.3578575369415143,48.04703660004123,0.3578575369415142
aligned_dacapo_avrora_1.0GHz_cpu0,mlp,1.0,1,5,dacapo,0.2,Success,1021882.4716057618,2419601.0,9.788120089666018,-0.20437636449775964,10.36097199308136,-2.0426818361146215,3321649.2729570847,16382102.0,-36.14005183905425,0.32172279520986713,50.65575106401567,0.28964766404152487
aligned_dacapo_avrora_1.0GHz_cpu0,mlp,1.0,5,5,dacapo,0.2,Success,865124.1699970845,2700622.5,6.903802426793132,-0.17495300177072154,8.656844310803885,-1.164647810142925,3362860.8857923206,16415882.0,-39.03852670953123,0.3141922475940103,52.47420082579095,0.27204432352587704
aligned_dacapo_avrora_1.0GHz_cpu0,mlp,1.0,10,5,dacapo,0.2,Success,954354.0449225394,3205317.5,8.268324064722002,-0.1773410913466436,9.56674473828887,-1.6361627318777003,3388723.645645828,16347722.0,-38.05983300634191,0.29379190834289315,52.70773815728958,0.25982472357770925
aligned_dacapo_avrora_1.0GHz_cpu0,dt,1.0,1,5,dacapo,0.4,Success,1712905.7311848965,3471662.269565206,20.46572935131886,0.0,20.46572935131886,-7.5491230360077,3523743.621133284,18819522.269565206,-38.1369621164857,0.25362550722523003,65.29054373673569,0.25362550722523003
aligned_dacapo_avrora_1.0GHz_cpu0,dt,1.0,5,5,dacapo,0.4,Success,1745385.5958361349,3796925.6864274507,20.786886986005758,0.0035940398286520513,20.786886986005758,-7.807284024921392,3551770.524347238,18819522.269565206,-38.64708407812902,0.2408726242400002,65.80571776196241,0.2408726242400001
aligned_dacapo_avrora_1.0GHz_cpu0,dt,1.0,10,5,dacapo,0.4,Success,1802835.2189395414,3834751.6293103388,21.435855112801256,-0.1442224426322901,21.471562643631454,-8.420672977855371,3569414.0884791687,18819522.269565206,-38.97061593151648,0.23214538112359073,66.21546470038062,0.23214538112359068
aligned_dacapo_avrora_1.0GHz_cpu0,mlp,1.0,1,5,dacapo,0.4,Success,1963207.1763414314,4352977.5,21.83482197219155,-1.5942992349054914,22.00957922180059,-10.230184937418036,3717976.891828336,17379163.5,-47.10045855242487,0.1778144869301057,71.19735851754001,0.1690755160493983
aligned_dacapo_avrora_1.0GHz_cpu0,mlp,1.0,5,5,dacapo,0.4,Success,1656333.8952750198,4051810.5,17.75168951609879,-0.5737809225378776,18.388076505950067,-6.932460141504238,3729891.2689906936,17773912.5,-47.351896375256096,0.17742418023552434,70.83966847105984,0.16283365252764756
aligned_dacapo_avrora_1.0GHz_cpu0,mlp,1.0,10,5,dacapo,0.4,Success,1597836.0073617245,4213302.5,17.523248040320016,-0.326446116681563,17.71795797520352,-6.381597704228857,3729167.045813694,17925636.0,-48.3908984754527,0.17862781503843378,71.56474740039326,0.16185864856370774
aligned_dacapo_avrora_1.0GHz_cpu0,dt,1.0,1,5,dacapo,0.6,Success,2573429.4036465306,4367912.484374997,32.18290894013529,0.0,32.18290894013529,-18.296527382735196,3488279.481513035,16642923.478260871,-40.47813728480605,0.189117753546846,68.71669662089056,0.189117753546846
aligned_dacapo_avrora_1.0GHz_cpu0,dt,1.0,5,5,dacapo,0.6,Success,2701428.8662860403,4704078.6309523815,33.728148916522805,-0.1208711919366953,33.728148916522805,-20.125216407472482,3548981.8171823155,17590181.845238093,-41.921069754320186,0.1585193690447133,70.05402853602075,0.15851936904471328
aligned_dacapo_avrora_1.0GHz_cpu0,dt,1.0,10,5,dacapo,0.6,Success,2625809.2005350543,4704078.6309523815,32.76935663828381,-0.06114359066876918,32.76935663828381,-18.984931645599474,3561765.3968938314,17590181.845238093,-42.35852699136336,0.15097888623271585,70.34132766949969,0.1509788862327158
aligned_dacapo_avrora_1.0GHz_cpu0,mlp,1.0,1,5,dacapo,0.6,Success,2894988.473777931,5141856.0,35.30585378470387,-1.4325132262323819,35.30585378470387,-23.42014960909833,3662804.437744355,19358317.0,-36.54423122517874,0.11205952269600838,67.45837518890882,0.10594814496350902
aligned_dacapo_avrora_1.0GHz_cpu0,mlp,1.0,5,5,dacapo,0.6,Success,3806506.860991181,6323943.75,48.08177842893126,-0.4624830976474203,48.08177842893126,-40.95019508207811,3908147.6151811625,20069328.5,-16.075031963004857,0.08595215245446666,57.91671790105386,-0.02044455625280337
aligned_dacapo_avrora_1.0GHz_cpu0,mlp,1.0,10,5,dacapo,0.6,Success,3694732.4650388965,6118568.75,46.41273347763847,-0.5017620174640222,46.41273347763847,-38.50997909525426,3887785.4776932807,19684061.0,-17.40705679743367,0.08905208073437113,58.232030219616476,-0.011516877836036133
aligned_dacapo_avrora_1.0GHz_cpu0,dt,1.0,1,5,dacapo,0.8,Success,3471875.512521334,5380402.640067913,43.67223069928115,-0.7196697454610548,43.67223069928115,-34.12229868423667,3005457.12284772,10324508.5625,-36.381718495223204,0.14507532952523428,61.68537655307444,0.1450753295252345
aligned_dacapo_avrora_1.0GHz_cpu0,dt,1.0,5,5,dacapo,0.8,Success,3410613.20845581,5380402.640067913,43.15579230361077,-0.25744186741102315,43.15579230361077,-32.66414922860062,3010777.973309906,11300720.877192983,-37.11673039437088,0.13847563170620328,62.583372631385636,0.1384756317062033
aligned_dacapo_avrora_1.0GHz_cpu0,dt,1.0,10,5,dacapo,0.8,Success,3454434.533023902,5431598.464285715,43.78714591432663,-0.17339408659589406,43.78714591432663,-33.602980968535974,3025402.1634248975,12073338.309999999,-37.681465712156495,0.1289588625455349,63.066956927487375,0.1289588625455349
aligned_dacapo_avrora_1.0GHz_cpu0,mlp,1.0,1,5,dacapo,0.8,Success,4120693.688745065,6043972.25,52.574091487680604,-0.28016573841406656,52.574091487680604,-48.476082770937346,3346970.370759048,12270179.0,-7.112487273793071,0.07145348124962214,48.136338579834515,-0.06025544660999005
aligned_dacapo_avrora_1.0GHz_cpu0,mlp,1.0,5,5,dacapo,0.8,Success,4637660.293596836,6750103.5,59.32487078599744,-0.28920813927384886,59.32487078599744,-61.26466925581498,3343615.4552250262,12683111.0,-8.832200151493753,0.06538989227427591,49.19158729612907,-0.06245934603025347
aligned_dacapo_avrora_1.0GHz_cpu0,mlp,1.0,10,5,dacapo,0.8,Success,4169755.501076288,6565057.0,53.12969531122655,-0.14796449278983026,53.12969531122655,-49.405410701420706,3277173.7863807073,12491317.5,-15.906024595125508,0.058303865332361725,52.08773669048149,-0.02198653044817911
aligned_dacapo_avrora_1.0GHz_cpu0,dt,1.0,1,5,dacapo,1.0,Success,3883579.112069444,5820604.728773586,49.56399670596394,-0.08644881096302193,49.56399670596394,-42.94595994350513,1891561.733095886,8845439.728773586,-22.756024264377295,0.1482937085290772,44.52677863035028,0.14829370852907708
aligned_dacapo_avrora_1.0GHz_cpu0,dt,1.0,5,5,dacapo,1.0,Success,4205591.973323632,6532338.04347826,52.769434556069754,-1.7468913679106866,52.769434556069754,-50.154512287150965,1900699.9992330505,8845439.728773586,-22.953178167023943,0.1405227294618217,44.464417911677785,0.1405227294618217
aligned_dacapo_avrora_1.0GHz_cpu0,dt,1.0,10,5,dacapo,1.0,Success,4288880.590559681,6532338.04347826,54.268737433877675,-1.1363523687182224,54.268737433877675,-52.3371068938261,1907442.5703975323,8845439.728773586,-23.127837498204958,0.13401604361425534,44.77506978687303,0.13401604361425534
aligned_dacapo_avrora_1.0GHz_cpu0,mlp,1.0,1,5,dacapo,1.0,Success,5604335.992967698,7471477.75,72.26219449010412,-0.052575961960084516,72.26219449010412,-90.51725201934069,2180713.6124622663,8667930.25,5.185265649953966,0.06690059585422525,36.23702958362746,-0.1319991099957878
aligned_dacapo_avrora_1.0GHz_cpu0,mlp,1.0,5,5,dacapo,1.0,Success,5312740.429967735,7315012.5,68.42088298357484,-0.0010588855844311906,68.42088298357484,-80.71684910914098,2061577.9955174709,8972149.0,-5.923605857432192,0.07970302957820527,38.42153619932129,-0.01113641747470424
aligned_dacapo_avrora_1.0GHz_cpu0,mlp,1.0,10,5,dacapo,1.0,Success,5209212.290984333,7338472.75,66.99717736956293,-0.014170315718844384,66.99717736956293,-77.69157902480548,2057542.2207878723,8989756.5,-5.521325785273598,0.07826275247892563,38.08935773125976,-0.0076224395434487
aligned_dacapo_batik_1.0GHz_cpu0,dt,1.0,1,5,dacapo,0.2,Success,1859198.3092062247,7684285.88888889,-4.38898534947536,-2.351236957129643,20.94662536561648,-2.495673987988179,3230518.3822039184,7986290.88888889,-26.115554123611872,0.25672993073985606,46.316164105384686,0.25672993073985606
aligned_dacapo_batik_1.0GHz_cpu0,dt,1.0,5,5,dacapo,0.2,Success,1793861.823811695,10227203.333333332,3.9975648077711132,-1.1918852321113707,16.686929257229203,-1.5341562127209343,3289314.9334858404,11712496.21761658,-26.84854186636655,0.22969944638767675,47.17236908877238,0.22969944638767675
aligned_dacapo_batik_1.0GHz_cpu0,dt,1.0,10,5,dacapo,0.2,Success,1887253.1459222925,10393534.344827589,-1.7688354272751736,-0.9828336384668683,16.828120806753393,-1.423879741965771,3319555.651856766,11830654.423076922,-27.03395356727893,0.21647581627775087,47.56127183595669,0.21647581627775087
aligned_dacapo_batik_1.0GHz_cpu0,mlp,1.0,1,5,dacapo,0.2,Success,836625.0421946213,7337886.0,1.8920007212951313,0.33195234529250617,7.3904470182751725,0.29215004108443343,3557655.958002169,12904744.5,-37.83347283555087,0.1517243825374065,47.77218824726521,0.09857394614361015
aligned_dacapo_batik_1.0GHz_cpu0,mlp,1.0,5,5,dacapo,0.2,Success,1167215.3387561685,10070242.0,1.790017183612589,0.043059057248666946,7.563504380419616,-0.004140944117349643,3681830.501005704,12976125.5,-40.059473314323974,0.1019893564181152,50.173501232384936,0.03490057137661364
aligned_dacapo_batik_1.0GHz_cpu0,mlp,1.0,10,5,dacapo,0.2,Success,1368443.2292054927,10475589.5,1.5497773989076904,-0.16019622290413954,8.279702970775006,-0.20095318969513917,3726381.896832334,12817113.0,-39.98440652041357,0.07565776103414995,50.48552945348113,0.012668451568347405
aligned_dacapo_batik_1.0GHz_cpu0,dt,1.0,1,5,dacapo,0.4,Success,1717071.5584872616,9645196.93121693,17.046757602880437,0.0560925672712459,17.479311740855767,-1.981647377727413,3811586.1902034245,12256651.93121693,-39.71072941874265,0.13609703898275527,67.92248469207374,0.13609703898275516
aligned_dacapo_batik_1.0GHz_cpu0,dt,1.0,5,5,dacapo,0.4,Success,2102359.897609472,10555672.11111111,16.399025464874747,-0.597841788082959,19.49434502520249,-2.2961317607572598,3823535.117289698,12257482.11111111,-39.888085660611694,0.1310481543878863,68.16135648282594,0.13104815438788625
aligned_dacapo_batik_1.0GHz_cpu0,dt,1.0,10,5,dacapo,0.4,Success,2225101.653843055,10555672.11111111,16.250349162029867,-0.7065470706084825,19.976977268249197,-2.3167315936153328,3828995.5322551024,12392445.49618321,-40.031119694841415,0.12986081180212788,68.18703198548369,0.12986081180212783
aligned_dacapo_batik_1.0GHz_cpu0,mlp,1.0,1,5,dacapo,0.4,Success,1056873.8305992947,7916466.0,7.132102564540743,0.27061764400439714,9.168678891867428,-0.12960285192069332,4161342.5956982453,13025942.0,-59.689200113740654,0.04806099763113336,76.70112030738296,-0.029723008418314212
aligned_dacapo_batik_1.0GHz_cpu0,mlp,1.0,5,5,dacapo,0.4,Success,1271160.5551274493,10750947.5,5.939739414278107,0.06306165895682758,8.621289350581927,-0.22768913838762206,4311688.442692916,13267964.0,-63.49920795272799,0.0028003709981351045,79.11098516216863,-0.10500461349186355
