In Order IPC,L1D Cache Refil Value,Inst Retire,Branch Retire,Out of Order IPC (Actual),Out of Order IPC (Predicted)
0.20749318238966188,7969180.0,4479916.0,76601983.0,2.3971829755783065,2.3624588808834064
0.2652657200932388,2784086.0,519320.0,50925324.0,1.902681751857602,1.4249879267070034
0.2738790061033969,2155765.0,566155.0,53817448.0,0.7530124262653383,1.400109330179403
0.5088523196881596,711145.0,16659948.0,96631246.0,0.7808329303888798,1.659821356712702
0.3160187866557402,2185168.0,5325234.0,75327905.0,2.770454603144114,1.9905332468413095
0.2934075593293287,2194634.0,506948.0,51770762.0,0.684541364041231,1.3058378538232764
0.241099173714162,2316730.0,16271127.0,79858174.0,3.259525341539015,1.4315060356149107
0.2043474447020811,8614580.0,5282390.0,76548994.0,2.7567294897414913,2.2150588960785296
0.28194525110803564,2384898.0,447612.0,51335806.0,1.8731633018029095,1.4475923098169177
0.290843705241263,2422454.0,517625.0,50835362.0,1.8028437013550602,1.1168577343134574
0.1615560429532314,7708668.0,7351288.0,96038234.0,1.6817979548954822,1.9127461268666073
1.0193197068901045,1185048.0,28423235.0,155406223.0,2.866179068081617,2.8926910926145424
0.48694868418638204,1570928.0,23207754.0,100723113.0,2.5517024893559497,1.6135167574176754
0.22816796487307114,7378808.0,5052824.0,90417626.0,2.2636232018903915,2.0259484866409725
0.20096889311562727,7685432.0,3603424.0,74527808.0,1.235918850770304,2.326011263787234
0.6461541355345689,1039989.0,19605903.0,82991222.0,1.962394337037581,1.8401494438565962
0.13814049097328363,1382904.0,19707128.0,136572434.0,1.3497390493129036,1.8804860397347378
0.7505000582941762,985854.0,39715344.0,200236492.0,2.8365810251196426,2.8275993839951017
0.3049852246216091,2288274.0,387486.0,45010864.0,0.7181287235192784,1.506032109069363
0.2415125270293239,2286970.0,16175532.0,79535767.0,0.7671620837995181,1.3335481264743203
0.5479543231916025,1802299.0,10144347.0,33316853.0,1.7734130511844453,1.4906379516994215
0.8138630386329174,1019778.0,36596670.0,226162598.0,2.7731710955213114,2.8470143450536627
0.8476976831057709,1193984.0,32828864.0,180383147.0,2.285850964768564,2.702094106283443
0.2135954970571834,2386231.0,16206925.0,76820110.0,0.7719938471279986,1.17441637475466
0.41134226056123024,562899.0,5592840.0,68678169.0,1.8143943449046847,1.711843468377991
0.390613203473125,834062.0,11207473.0,46035140.0,1.5120804762627102,1.7441763312275298
0.5133584224200054,741028.0,9742209.0,43081664.0,0.7270492941703505,1.5057208026933089
0.9447221215562437,621826.0,28222035.0,208038803.0,3.360709612363257,2.7306238657798367
0.2858250002169544,2473558.0,528378.0,47747365.0,0.7166220895032573,1.455718342910233
0.42591984557223905,730722.0,8243260.0,31378153.0,2.696366276220392,2.2011728346581085
0.2189573848745689,7821986.0,1491960.0,86434000.0,1.1009051381527737,2.118821557258401
0.38356828033746937,1778913.0,5135774.0,74923321.0,1.213609196606949,1.8651623682412146
0.13457821489361316,2682656.0,21317666.0,108297659.0,1.6593680059388034,1.6487231314502253
0.6353683017786037,1068301.0,20960818.0,84825702.0,1.9410783095009247,1.751086610813134
0.23335467879786007,2207646.0,15138079.0,75970191.0,0.7776798165496219,0.8524944583564966
0.280932420306548,2375146.0,501317.0,50319634.0,1.906480640411234,1.194464407027277
0.28401509871266356,2295016.0,550364.0,49129897.0,0.6950154281352674,1.2272198783843575
0.6280934647187048,1415240.0,19235727.0,78671704.0,1.3451098485891106,1.7107282427790111
0.5562737561371265,838403.0,5650826.0,26988952.0,1.9718997721828846,1.9889155447589344
0.5469968153570013,1928863.0,43245873.0,246742266.0,2.106994855094146,1.9952431323458746
0.23954077814126562,2319777.0,16234041.0,78740051.0,0.7727584435055241,1.3665061845400306
